name,value,year,lastValue,category
WhatsApp Messenger,10000000,2012.2,0,Communication
WhatsApp Messenger,30000000,2012.3,10000000,Communication
WhatsApp Messenger,50000000,2012.4,30000000,Communication
WhatsApp Messenger,50000000,2012.5,50000000,Communication
WhatsApp Messenger,62500000,2012.6,50000000,Communication
WhatsApp Messenger,75000000,2012.7,62500000,Communication
WhatsApp Messenger,87500000,2012.8,75000000,Communication
WhatsApp Messenger,100000000,2012.9,87500000,Communication
WhatsApp Messenger,133333333,2013.0,100000000,Communication
WhatsApp Messenger,166666667,2013.1,133333333,Communication
WhatsApp Messenger,200000000,2013.2,166666667,Communication
WhatsApp Messenger,233333333,2013.3,200000000,Communication
WhatsApp Messenger,266666667,2013.4,233333333,Communication
WhatsApp Messenger,300000000,2013.5,266666667,Communication
WhatsApp Messenger,333333333,2013.6,300000000,Communication
WhatsApp Messenger,366666667,2013.7,333333333,Communication
WhatsApp Messenger,400000000,2013.8,366666667,Communication
WhatsApp Messenger,433333333,2013.9,400000000,Communication
WhatsApp Messenger,466666667,2014.0,433333333,Communication
WhatsApp Messenger,500000000,2014.1,466666667,Communication
WhatsApp Messenger,500000000,2014.2,500000000,Communication
WhatsApp Messenger,550000000,2014.3,500000000,Communication
WhatsApp Messenger,600000000,2014.4,550000000,Communication
WhatsApp Messenger,650000000,2014.5,600000000,Communication
WhatsApp Messenger,700000000,2014.6,650000000,Communication
WhatsApp Messenger,750000000,2014.7,700000000,Communication
WhatsApp Messenger,800000000,2014.8,750000000,Communication
WhatsApp Messenger,850000000,2014.9,800000000,Communication
WhatsApp Messenger,900000000,2015.0,850000000,Communication
WhatsApp Messenger,950000000,2015.1,900000000,Communication
WhatsApp Messenger,1000000000,2015.2,950000000,Communication
WhatsApp Messenger,1080000000,2015.3,1000000000,Communication
WhatsApp Messenger,1160000000,2015.4,1080000000,Communication
WhatsApp Messenger,1240000000,2015.5,1160000000,Communication
WhatsApp Messenger,1320000000,2015.6,1240000000,Communication
WhatsApp Messenger,1400000000,2015.7,1320000000,Communication
WhatsApp Messenger,1480000000,2015.8,1400000000,Communication
WhatsApp Messenger,1560000000,2015.9,1480000000,Communication
WhatsApp Messenger,1640000000,2016.0,1560000000,Communication
WhatsApp Messenger,1720000000,2016.1,1640000000,Communication
WhatsApp Messenger,1800000000,2016.2,1720000000,Communication
WhatsApp Messenger,1880000000,2016.3,1800000000,Communication
WhatsApp Messenger,1960000000,2016.4,1880000000,Communication
WhatsApp Messenger,2040000000,2016.5,1960000000,Communication
WhatsApp Messenger,2120000000,2016.6,2040000000,Communication
WhatsApp Messenger,2200000000,2016.7,2120000000,Communication
WhatsApp Messenger,2280000000,2016.8,2200000000,Communication
WhatsApp Messenger,2360000000,2016.9,2280000000,Communication
WhatsApp Messenger,2440000000,2017.0,2360000000,Communication
WhatsApp Messenger,2520000000,2017.1,2440000000,Communication
WhatsApp Messenger,2600000000,2017.2,2520000000,Communication
WhatsApp Messenger,2680000000,2017.3,2600000000,Communication
WhatsApp Messenger,2760000000,2017.4,2680000000,Communication
WhatsApp Messenger,2840000000,2017.5,2760000000,Communication
WhatsApp Messenger,2920000000,2017.6,2840000000,Communication
WhatsApp Messenger,3000000000,2017.7,2920000000,Communication
WhatsApp Messenger,3080000000,2017.8,3000000000,Communication
WhatsApp Messenger,3160000000,2017.9,3080000000,Communication
WhatsApp Messenger,3240000000,2018.0,3160000000,Communication
WhatsApp Messenger,3320000000,2018.1,3240000000,Communication
WhatsApp Messenger,3400000000,2018.2,3320000000,Communication
WhatsApp Messenger,3480000000,2018.3,3400000000,Communication
WhatsApp Messenger,3560000000,2018.4,3480000000,Communication
WhatsApp Messenger,3640000000,2018.5,3560000000,Communication
WhatsApp Messenger,3720000000,2018.6,3640000000,Communication
WhatsApp Messenger,3800000000,2018.7,3720000000,Communication
WhatsApp Messenger,3880000000,2018.8,3800000000,Communication
WhatsApp Messenger,3960000000,2018.9,3880000000,Communication
WhatsApp Messenger,4040000000,2019.0,3960000000,Communication
WhatsApp Messenger,4120000000,2019.1,4040000000,Communication
WhatsApp Messenger,4200000000,2019.2,4120000000,Communication
WhatsApp Messenger,4280000000,2019.3,4200000000,Communication
WhatsApp Messenger,4360000000,2019.4,4280000000,Communication
WhatsApp Messenger,4440000000,2019.5,4360000000,Communication
WhatsApp Messenger,4520000000,2019.6,4440000000,Communication
WhatsApp Messenger,4600000000,2019.7,4520000000,Communication
WhatsApp Messenger,4680000000,2019.8,4600000000,Communication
WhatsApp Messenger,4760000000,2019.9,4680000000,Communication
WhatsApp Messenger,4840000000,2020.0,4760000000,Communication
WhatsApp Messenger,4920000000,2020.1,4840000000,Communication
WhatsApp Messenger,5000000000,2020.2,4920000000,Communication
WhatsApp Messenger,5000000000,2020.3,5000000000,Communication
Maps - Navigate & Explore,100000000,2012.2,0,Travel & Local
Maps - Navigate & Explore,133333333,2012.3,100000000,Travel & Local
Maps - Navigate & Explore,166666667,2012.4,133333333,Travel & Local
Maps - Navigate & Explore,200000000,2012.5,166666667,Travel & Local
Maps - Navigate & Explore,233333333,2012.6,200000000,Travel & Local
Maps - Navigate & Explore,266666667,2012.7,233333333,Travel & Local
Maps - Navigate & Explore,300000000,2012.8,266666667,Travel & Local
Maps - Navigate & Explore,333333333,2012.9,300000000,Travel & Local
Maps - Navigate & Explore,366666667,2013.0,333333333,Travel & Local
Maps - Navigate & Explore,400000000,2013.1,366666667,Travel & Local
Maps - Navigate & Explore,433333333,2013.2,400000000,Travel & Local
Maps - Navigate & Explore,466666667,2013.3,433333333,Travel & Local
Maps - Navigate & Explore,500000000,2013.4,466666667,Travel & Local
Maps - Navigate & Explore,550000000,2013.5,500000000,Travel & Local
Maps - Navigate & Explore,600000000,2013.6,550000000,Travel & Local
Maps - Navigate & Explore,650000000,2013.7,600000000,Travel & Local
Maps - Navigate & Explore,700000000,2013.8,650000000,Travel & Local
Maps - Navigate & Explore,750000000,2013.9,700000000,Travel & Local
Maps - Navigate & Explore,800000000,2014.0,750000000,Travel & Local
Maps - Navigate & Explore,850000000,2014.1,800000000,Travel & Local
Maps - Navigate & Explore,900000000,2014.2,850000000,Travel & Local
Maps - Navigate & Explore,950000000,2014.3,900000000,Travel & Local
Maps - Navigate & Explore,1000000000,2014.4,950000000,Travel & Local
Maps - Navigate & Explore,1000000000,2014.5,1000000000,Travel & Local
Maps - Navigate & Explore,1085106383,2014.6,1000000000,Travel & Local
Maps - Navigate & Explore,1170212766,2014.7,1085106383,Travel & Local
Maps - Navigate & Explore,1255319149,2014.8,1170212766,Travel & Local
Maps - Navigate & Explore,1340425532,2014.9,1255319149,Travel & Local
Maps - Navigate & Explore,1425531915,2015.0,1340425532,Travel & Local
Maps - Navigate & Explore,1510638298,2015.1,1425531915,Travel & Local
Maps - Navigate & Explore,1595744681,2015.2,1510638298,Travel & Local
Maps - Navigate & Explore,1680851064,2015.3,1595744681,Travel & Local
Maps - Navigate & Explore,1765957447,2015.4,1680851064,Travel & Local
Maps - Navigate & Explore,1851063830,2015.5,1765957447,Travel & Local
Maps - Navigate & Explore,1936170213,2015.6,1851063830,Travel & Local
Maps - Navigate & Explore,2021276596,2015.7,1936170213,Travel & Local
Maps - Navigate & Explore,2106382979,2015.8,2021276596,Travel & Local
Maps - Navigate & Explore,2191489362,2015.9,2106382979,Travel & Local
Maps - Navigate & Explore,2276595745,2016.0,2191489362,Travel & Local
Maps - Navigate & Explore,2361702128,2016.1,2276595745,Travel & Local
Maps - Navigate & Explore,2446808511,2016.2,2361702128,Travel & Local
Maps - Navigate & Explore,2531914894,2016.3,2446808511,Travel & Local
Maps - Navigate & Explore,2617021277,2016.4,2531914894,Travel & Local
Maps - Navigate & Explore,2702127660,2016.5,2617021277,Travel & Local
Maps - Navigate & Explore,2787234043,2016.6,2702127660,Travel & Local
Maps - Navigate & Explore,2872340426,2016.7,2787234043,Travel & Local
Maps - Navigate & Explore,2957446809,2016.8,2872340426,Travel & Local
Maps - Navigate & Explore,3042553191,2016.9,2957446809,Travel & Local
Maps - Navigate & Explore,3127659574,2017.0,3042553191,Travel & Local
Maps - Navigate & Explore,3212765957,2017.1,3127659574,Travel & Local
Maps - Navigate & Explore,3297872340,2017.2,3212765957,Travel & Local
Maps - Navigate & Explore,3382978723,2017.3,3297872340,Travel & Local
Maps - Navigate & Explore,3468085106,2017.4,3382978723,Travel & Local
Maps - Navigate & Explore,3553191489,2017.5,3468085106,Travel & Local
Maps - Navigate & Explore,3638297872,2017.6,3553191489,Travel & Local
Maps - Navigate & Explore,3723404255,2017.7,3638297872,Travel & Local
Maps - Navigate & Explore,3808510638,2017.8,3723404255,Travel & Local
Maps - Navigate & Explore,3893617021,2017.9,3808510638,Travel & Local
Maps - Navigate & Explore,3978723404,2018.0,3893617021,Travel & Local
Maps - Navigate & Explore,4063829787,2018.1,3978723404,Travel & Local
Maps - Navigate & Explore,4148936170,2018.2,4063829787,Travel & Local
Maps - Navigate & Explore,4234042553,2018.3,4148936170,Travel & Local
Maps - Navigate & Explore,4319148936,2018.4,4234042553,Travel & Local
Maps - Navigate & Explore,4404255319,2018.5,4319148936,Travel & Local
Maps - Navigate & Explore,4489361702,2018.6,4404255319,Travel & Local
Maps - Navigate & Explore,4574468085,2018.7,4489361702,Travel & Local
Maps - Navigate & Explore,4659574468,2018.8,4574468085,Travel & Local
Maps - Navigate & Explore,4744680851,2018.9,4659574468,Travel & Local
Maps - Navigate & Explore,4829787234,2019.0,4744680851,Travel & Local
Maps - Navigate & Explore,4914893617,2019.1,4829787234,Travel & Local
Maps - Navigate & Explore,5000000000,2019.2,4914893617,Travel & Local
Maps - Navigate & Explore,5000000000,2019.3,5000000000,Travel & Local
Maps - Navigate & Explore,5000000000,2019.4,5000000000,Travel & Local
Maps - Navigate & Explore,5000000000,2019.5,5000000000,Travel & Local
Maps - Navigate & Explore,5000000000,2019.6,5000000000,Travel & Local
Maps - Navigate & Explore,5000000000,2019.7,5000000000,Travel & Local
Maps - Navigate & Explore,5000000000,2019.8,5000000000,Travel & Local
Maps - Navigate & Explore,5000000000,2019.9,5000000000,Travel & Local
Maps - Navigate & Explore,5000000000,2020.0,5000000000,Travel & Local
Maps - Navigate & Explore,5000000000,2020.1,5000000000,Travel & Local
Maps - Navigate & Explore,5000000000,2020.2,5000000000,Travel & Local
Maps - Navigate & Explore,5000000000,2020.3,5000000000,Travel & Local
Facebook,100000000,2012.2,0,Social
Facebook,126666667,2012.3,100000000,Social
Facebook,153333333,2012.4,126666667,Social
Facebook,180000000,2012.5,153333333,Social
Facebook,206666667,2012.6,180000000,Social
Facebook,233333333,2012.7,206666667,Social
Facebook,260000000,2012.8,233333333,Social
Facebook,286666667,2012.9,260000000,Social
Facebook,313333333,2013.0,286666667,Social
Facebook,340000000,2013.1,313333333,Social
Facebook,366666667,2013.2,340000000,Social
Facebook,393333333,2013.3,366666667,Social
Facebook,420000000,2013.4,393333333,Social
Facebook,446666667,2013.5,420000000,Social
Facebook,473333333,2013.6,446666667,Social
Facebook,500000000,2013.7,473333333,Social
Facebook,550000000,2013.8,500000000,Social
Facebook,600000000,2013.9,550000000,Social
Facebook,650000000,2014.0,600000000,Social
Facebook,700000000,2014.1,650000000,Social
Facebook,750000000,2014.2,700000000,Social
Facebook,800000000,2014.3,750000000,Social
Facebook,850000000,2014.4,800000000,Social
Facebook,900000000,2014.5,850000000,Social
Facebook,950000000,2014.6,900000000,Social
Facebook,1000000000,2014.7,950000000,Social
Facebook,1080000000,2014.8,1000000000,Social
Facebook,1160000000,2014.9,1080000000,Social
Facebook,1240000000,2015.0,1160000000,Social
Facebook,1320000000,2015.1,1240000000,Social
Facebook,1400000000,2015.2,1320000000,Social
Facebook,1480000000,2015.3,1400000000,Social
Facebook,1560000000,2015.4,1480000000,Social
Facebook,1640000000,2015.5,1560000000,Social
Facebook,1720000000,2015.6,1640000000,Social
Facebook,1800000000,2015.7,1720000000,Social
Facebook,1880000000,2015.8,1800000000,Social
Facebook,1960000000,2015.9,1880000000,Social
Facebook,2040000000,2016.0,1960000000,Social
Facebook,2120000000,2016.1,2040000000,Social
Facebook,2200000000,2016.2,2120000000,Social
Facebook,2280000000,2016.3,2200000000,Social
Facebook,2360000000,2016.4,2280000000,Social
Facebook,2440000000,2016.5,2360000000,Social
Facebook,2520000000,2016.6,2440000000,Social
Facebook,2600000000,2016.7,2520000000,Social
Facebook,2680000000,2016.8,2600000000,Social
Facebook,2760000000,2016.9,2680000000,Social
Facebook,2840000000,2017.0,2760000000,Social
Facebook,2920000000,2017.1,2840000000,Social
Facebook,3000000000,2017.2,2920000000,Social
Facebook,3080000000,2017.3,3000000000,Social
Facebook,3160000000,2017.4,3080000000,Social
Facebook,3240000000,2017.5,3160000000,Social
Facebook,3320000000,2017.6,3240000000,Social
Facebook,3400000000,2017.7,3320000000,Social
Facebook,3480000000,2017.8,3400000000,Social
Facebook,3560000000,2017.9,3480000000,Social
Facebook,3640000000,2018.0,3560000000,Social
Facebook,3720000000,2018.1,3640000000,Social
Facebook,3800000000,2018.2,3720000000,Social
Facebook,3880000000,2018.3,3800000000,Social
Facebook,3960000000,2018.4,3880000000,Social
Facebook,4040000000,2018.5,3960000000,Social
Facebook,4120000000,2018.6,4040000000,Social
Facebook,4200000000,2018.7,4120000000,Social
Facebook,4280000000,2018.8,4200000000,Social
Facebook,4360000000,2018.9,4280000000,Social
Facebook,4440000000,2019.0,4360000000,Social
Facebook,4520000000,2019.1,4440000000,Social
Facebook,4600000000,2019.2,4520000000,Social
Facebook,4680000000,2019.3,4600000000,Social
Facebook,4760000000,2019.4,4680000000,Social
Facebook,4840000000,2019.5,4760000000,Social
Facebook,4920000000,2019.6,4840000000,Social
Facebook,5000000000,2019.7,4920000000,Social
Facebook,5000000000,2019.8,5000000000,Social
Facebook,5000000000,2019.9,5000000000,Social
Facebook,5000000000,2020.0,5000000000,Social
Facebook,5000000000,2020.1,5000000000,Social
Facebook,5000000000,2020.2,5000000000,Social
Facebook,5000000000,2020.3,5000000000,Social
YouTube,100000000,2012.2,0,Video Players
YouTube,130769231,2012.3,100000000,Video Players
YouTube,161538462,2012.4,130769231,Video Players
YouTube,192307692,2012.5,161538462,Video Players
YouTube,223076923,2012.6,192307692,Video Players
YouTube,253846154,2012.7,223076923,Video Players
YouTube,284615385,2012.8,253846154,Video Players
YouTube,315384615,2012.9,284615385,Video Players
YouTube,346153846,2013.0,315384615,Video Players
YouTube,376923077,2013.1,346153846,Video Players
YouTube,407692308,2013.2,376923077,Video Players
YouTube,438461538,2013.3,407692308,Video Players
YouTube,469230769,2013.4,438461538,Video Players
YouTube,500000000,2013.5,469230769,Video Players
YouTube,500000000,2013.6,500000000,Video Players
YouTube,550000000,2013.7,500000000,Video Players
YouTube,600000000,2013.8,550000000,Video Players
YouTube,650000000,2013.9,600000000,Video Players
YouTube,700000000,2014.0,650000000,Video Players
YouTube,750000000,2014.1,700000000,Video Players
YouTube,800000000,2014.2,750000000,Video Players
YouTube,850000000,2014.3,800000000,Video Players
YouTube,900000000,2014.4,850000000,Video Players
YouTube,950000000,2014.5,900000000,Video Players
YouTube,1000000000,2014.6,950000000,Video Players
YouTube,1090909091,2014.7,1000000000,Video Players
YouTube,1181818182,2014.8,1090909091,Video Players
YouTube,1272727273,2014.9,1181818182,Video Players
YouTube,1363636364,2015.0,1272727273,Video Players
YouTube,1454545455,2015.1,1363636364,Video Players
YouTube,1545454545,2015.2,1454545455,Video Players
YouTube,1636363636,2015.3,1545454545,Video Players
YouTube,1727272727,2015.4,1636363636,Video Players
YouTube,1818181818,2015.5,1727272727,Video Players
YouTube,1909090909,2015.6,1818181818,Video Players
YouTube,2000000000,2015.7,1909090909,Video Players
YouTube,2090909091,2015.8,2000000000,Video Players
YouTube,2181818182,2015.9,2090909091,Video Players
YouTube,2272727273,2016.0,2181818182,Video Players
YouTube,2363636364,2016.1,2272727273,Video Players
YouTube,2454545455,2016.2,2363636364,Video Players
YouTube,2545454545,2016.3,2454545455,Video Players
YouTube,2636363636,2016.4,2545454545,Video Players
YouTube,2727272727,2016.5,2636363636,Video Players
YouTube,2818181818,2016.6,2727272727,Video Players
YouTube,2909090909,2016.7,2818181818,Video Players
YouTube,3000000000,2016.8,2909090909,Video Players
YouTube,3090909091,2016.9,3000000000,Video Players
YouTube,3181818182,2017.0,3090909091,Video Players
YouTube,3272727273,2017.1,3181818182,Video Players
YouTube,3363636364,2017.2,3272727273,Video Players
YouTube,3454545455,2017.3,3363636364,Video Players
YouTube,3545454545,2017.4,3454545455,Video Players
YouTube,3636363636,2017.5,3545454545,Video Players
YouTube,3727272727,2017.6,3636363636,Video Players
YouTube,3818181818,2017.7,3727272727,Video Players
YouTube,3909090909,2017.8,3818181818,Video Players
YouTube,4000000000,2017.9,3909090909,Video Players
YouTube,4090909091,2018.0,4000000000,Video Players
YouTube,4181818182,2018.1,4090909091,Video Players
YouTube,4272727273,2018.2,4181818182,Video Players
YouTube,4363636364,2018.3,4272727273,Video Players
YouTube,4454545455,2018.4,4363636364,Video Players
YouTube,4545454545,2018.5,4454545455,Video Players
YouTube,4636363636,2018.6,4545454545,Video Players
YouTube,4727272727,2018.7,4636363636,Video Players
YouTube,4818181818,2018.8,4727272727,Video Players
YouTube,4909090909,2018.9,4818181818,Video Players
YouTube,5000000000,2019.0,4909090909,Video Players
YouTube,5000000000,2019.1,5000000000,Video Players
YouTube,5000000000,2019.2,5000000000,Video Players
YouTube,5000000000,2019.3,5000000000,Video Players
YouTube,5000000000,2019.4,5000000000,Video Players
YouTube,5000000000,2019.5,5000000000,Video Players
YouTube,5000000000,2019.6,5000000000,Video Players
YouTube,5000000000,2019.7,5000000000,Video Players
YouTube,5000000000,2019.8,5000000000,Video Players
YouTube,5000000000,2019.9,5000000000,Video Players
YouTube,5000000000,2020.0,5000000000,Video Players
YouTube,5000000000,2020.1,5000000000,Video Players
YouTube,5000000000,2020.2,5000000000,Video Players
YouTube,5000000000,2020.3,5000000000,Video Players
Instagram,10000000,2012.5,0,Social
Instagram,30000000,2012.6,10000000,Social
Instagram,50000000,2012.7,30000000,Social
Instagram,50000000,2012.8,50000000,Social
Instagram,60000000,2012.9,50000000,Social
Instagram,70000000,2013.0,60000000,Social
Instagram,80000000,2013.1,70000000,Social
Instagram,90000000,2013.2,80000000,Social
Instagram,100000000,2013.3,90000000,Social
Instagram,121052632,2013.4,100000000,Social
Instagram,142105263,2013.5,121052632,Social
Instagram,163157895,2013.6,142105263,Social
Instagram,184210526,2013.7,163157895,Social
Instagram,205263158,2013.8,184210526,Social
Instagram,226315789,2013.9,205263158,Social
Instagram,247368421,2014.0,226315789,Social
Instagram,268421053,2014.1,247368421,Social
